radius,type,value
2.12,STO-3G,0.05530107650485856
2.12,STO-4G,0.05658216931103092
2.12,STO-5G,0.05613227142968797
2.12,STO-6G,0.056210953309692065
2.12,GTO,0.05682518625333416
2.13,STO,0.05552633459841271
2.13,STO-2G,0.05735874720518983
2.13,STO-3G,0.05459716375315636
2.13,STO-4G,0.05588433746995576
2.13,STO-5G,0.05544517132079582
2.13,STO-6G,0.05551530699667071
2.13,GTO,0.05582792249695558
2.14,STO,0.054842059323918974
2.14,STO-2G,0.05674673150492566
2.14,STO-3G,0.05390313697695937
2.14,STO-4G,0.05519451647412269
2.14,STO-5G,0.05476668740367224
2.14,STO-6G,0.054828277199470934
2.14,GTO,0.05484359064065706
2.15,STO,0.05416621667251606
2.15,STO-2G,0.056140355584555164
2.15,STO-3G,0.053218870525961116
2.15,STO-4G,0.054512623776773884
2.15,STO-5G,0.05409669969852767
2.15,STO-6G,0.05414976419943998
2.15,GTO,0.05387212525146161
2.16,STO,0.05349870272530633
2.16,STO-2G,0.055539520814092955
2.16,STO-3G,0.05254423892259847
2.16,STO-4G,0.053838578335663696
2.16,STO-5G,0.053435089854313514
2.16,STO-6G,0.05347966916254254
2.16,GTO,0.05291345886528468
2.17,STO,0.0528394148440302
2.17,STO-2G,0.054944132582282194
2.17,STO-3G,0.051879116919331926
2.17,STO-4G,0.05317230054414984
2.17,STO-5G,0.05278174115372584
2.17,STO-6G,0.05281789412512776
2.17,GTO,0.05196752204519438
2.18,STO,0.05218825165528404
2.18,STO-2G,0.05435410016181167
2.18,STO-3G,0.05122337955435325
2.18,STO-4G,0.052513712164563575
2.18,STO-5G,0.05213653851654727
2.18,STO-6G,0.05216434198104467
2.18,GTO,0.051034243439451704
2.19,STO,0.05154511303493313
2.19,STO-2G,0.05376933657644969
2.19,STO-3G,0.05057690220570343
2.19,STO-4G,0.05186273626386539
2.19,STO-5G,0.05149936850137627
2.19,STO-6G,0.05151891647003273
2.19,GTO,0.05011354983930618
2.2,STO,0.050909900092715996
2.2,STO-2G,0.05318975847019984
2.2,STO-3G,0.049939560643786254
2.2,STO-4G,0.051219297151585894
2.2,STO-5G,0.050870119305793604
2.2,STO-6G,0.050881522167314355
2.2,GTO,0.04920536623652246
2.21,STO,0.05028251515703924
2.21,STO-2G,0.052615285978576405
2.21,STO-3G,0.049311231082267495
2.21,STO-4G,0.050583320320047843
2.21,STO-5G,0.050248680765018684
2.21,STO-6G,0.0502520644743181
2.21,GTO,0.04830961588061462
2.22,STO,0.04966286175995901
2.22,STO-2G,0.052045842602085765
2.22,STO-3G,0.04869179022735211
2.22,STO-4G,0.04995473238685833
2.22,STO-5G,0.049634944349108305
2.22,STO-6G,0.049630449610460856
2.22,GTO,0.047426220335764345
2.23,STO,0.049050844622348204
2.23,STO-2G,0.05148135508199358
2.23,STO-3G,0.048081115325435464
2.23,STO-4G,0.049333461039657925
2.23,STO-5G,0.049028803158752896
2.23,STO-6G,0.049016584605920475
2.23,GTO,0.04655509953740143
2.24,STO,0.04844636963924592
2.24,STO-2G,0.050921753278447425
2.24,STO-3G,0.04747908420912675
2.24,STO-4G,0.04871943498310695
2.24,STO-5G,0.04843015191972471
2.24,STO-6G,0.04841037729532979
2.24,GTO,0.04569617184842392
2.25,STO,0.04784934386538784
2.25,STO-2G,0.05036697005101786
2.25,STO-3G,0.04688557534164605
2.25,STO-4G,0.04811258388808703
2.25,STO-5G,0.047838886976034306
2.25,STO-6G,0.04781173631232627
2.25,GTO,0.044849354115037286
2.2600000000000002,STO,0.04725967550091469
2.2600000000000002,STO-2G,0.0498169411417118
2.2600000000000002,STO-3G,0.04630046785959827
2.2600000000000002,STO-4G,0.04751283834309081
2.2600000000000002,STO-5G,0.04725490628185089
2.2600000000000002,STO-6G,0.047220571084891735
2.2600000000000002,GTO,0.044014561722191356
2.27,STO,0.046677273877257064
2.27,STO-2G,0.049271605060506034
2.27,STO-3G,0.04572364161413012
2.27,STO-4G,0.04692012980777079
2.27,STO-5G,0.04667810939224351
2.27,STO-6G,0.046636791831419624
2.27,GTO,0.04319170864859559
2.2800000000000002,STO,0.04610204944319377
2.2800000000000002,STO-2G,0.048730902973440224
2.2800000000000002,STO-3G,0.04515497721047727
2.2800000000000002,STO-4G,0.04633439056861348
2.2800000000000002,STO-5G,0.04610839745279876
2.2800000000000002,STO-6G,0.046060309557447963
2.2800000000000002,GTO,0.04238070752129269
2.29,STO,0.04553391375108263
2.29,STO-2G,0.048194778593303345
2.29,STO-3G,0.044594356045912636
2.29,STO-4G,0.04575555369670417
2.29,STO-5G,0.04554567318817213
2.29,STO-6G,0.04549103605299948
2.29,GTO,0.04158146966977236
2.3000000000000003,STO,0.04497277944326019
2.3000000000000003,STO-2G,0.04766317807293945
2.3000000000000003,STO-3G,0.04404166034610601
2.3000000000000003,STO-4G,0.04518355300754287
2.3000000000000003,STO-5G,0.044989840889628055
2.3000000000000003,STO-6G,0.04492888389047079
2.3000000000000003,GTO,0.04079390517960618
2.31,STO,0.04441856023860983
2.31,STO-2G,0.047136049901194334
2.31,STO-3G,0.04349677319990949
2.31,STO-4G,0.04461832302287189
2.31,STO-5G,0.04444080640162513
2.31,STO-6G,0.04437376642301621
2.31,GTO,0.0400179229455871
2.32,STO,0.04387117091929466
2.32,STO-2G,0.046613344801517
2.32,STO-3G,0.04295957859258274
2.32,STO-4G,0.04405979893447112
2.32,STO-5G,0.04389847710750096
2.32,STO-6G,0.043825597783372514
2.32,GTO,0.039253430724355456
2.33,STO,0.04333052731765449
2.33,STO-2G,0.0460950156332257
2.33,STO-3G,0.04242996143747464
2.33,STO-4G,0.04350791656987747
2.33,STO-5G,0.04336276191431145
2.33,STO-6G,0.0432842928830742
2.33,GTO,0.03850033518649612
2.34,STO,0.04279654630326401
2.34,STO-2G,0.045581017295442214
2.34,STO-3G,0.041907807606178876
2.34,STO-4G,0.042962612359981486
2.34,STO-5G,0.04283357123687807
2.34,STO-6G,0.0427497674120101
2.34,GTO,0.0377585419680905
2.35,STO,0.04226914577015034
2.35,STO-2G,0.04507130663369344
2.35,STO-3G,0.04139300395718193
2.35,STO-4G,0.042423823308453665
2.35,STO-5G,0.04231081698109582
2.35,STO-6G,0.04222193783827499
2.35,GTO,0.03702795572170826
2.36,STO,0.04174824462416849
2.36,STO-2G,0.04456584234917499
2.36,STO-3G,0.040885438363023927
2.36,STO-4G,0.041891486962951766
2.36,STO-5G,0.04179441252655434
2.36,STO-6G,0.04170072140827195
2.36,GTO,0.03630848016682496
2.37,STO,0.04123376277053192
2.37,STO-2G,0.04406458491066606
2.37,STO-3G,0.04038499973599252
2.37,STO-4G,0.04136554138805876
2.37,STO-5G,0.04128427270852235
2.37,STO-6G,0.04118603614702264
2.37,GTO,0.03560001813965041
2.38,STO,0.040725621101497245
2.38,STO-2G,0.04356749646908229
2.38,STO-3G,0.039891578052372464
2.38,STO-4G,0.04084592513990115
2.38,STO-5G,0.0407803137993461
2.38,STO-6G,0.04067780085864655
2.38,GTO,0.03490247164235611
2.39,STO,0.04022374148420027
2.39,STO-2G,0.04307454077464806
2.39,STO-3G,0.039405064375272955
2.39,STO-4G,0.04033257724239561
2.39,STO-5G,0.040282453489309936
2.39,STO-6G,0.04017593512697021
2.39,GTO,0.03421574189168753
2.4,STO,0.03972804674864225
2.4,STO-2G,0.04258568309666712
2.4,STO-3G,0.038925350876056725
2.4,STO-4G,0.03982543716507259
2.4,STO-5G,0.03979061086700701
2.4,STO-6G,0.039680359316231546
2.4,GTO,0.03353972936695041
2.41,STO,0.03923846067582403
2.41,STO-2G,0.04210089014586631
2.41,STO-3G,0.03845233085439485
2.41,STO-4G,0.039324444802423975
2.41,STO-5G,0.03930470639926619
2.41,STO-6G,0.03919099457184517
2.41,GTO,0.032874333857358544
2.42,STO,0.03875490798602648
2.42,STO-2G,0.041620129999285035
2.42,STO-3G,0.03798589875697259
2.42,STO-4G,0.03882954045472278
2.42,STO-5G,0.038824661910680514
2.42,STO-6G,0.038707762821197575
2.42,GTO,0.03221945450873324
2.43,STO,0.03827731432723531
2.43,STO-2G,0.04114337202767922
2.43,STO-3G,0.03752595019487107
2.43,STO-4G,0.03834066481026191
2.43,STO-5G,0.03835040056278076
2.43,STO-6G,0.03823058677444221
2.43,GTO,0.03157498986954309
2.44,STO,0.03780560626370864
2.44,STO-2G,0.040670586825406835
2.44,STO-3G,0.03707238195965179
2.44,STO-4G,0.03785775892895965
2.44,STO-5G,0.037881846832896894
2.44,STO-6G,0.037759389925267534
2.44,GTO,0.030940837936275313
2.45,STO,0.0373397112646852
2.45,STO-2G,0.040201746142759065
2.45,STO-3G,0.03662509203816955
2.45,STO-4G,0.03738076422727934
2.45,STO-5G,0.03741892649274808
2.45,STO-6G,0.037294096551611866
2.45,GTO,0.030316896198128624
2.46,STO,0.03687955769323212
2.46,STO-2G,0.0397368228206995
2.46,STO-3G,0.03618397962614159
2.46,STO-4G,0.03690962246441154
2.46,STO-5G,0.03696156658680161
2.46,STO-6G,0.036834631716302066
2.46,GTO,0.029703061681020066
2.47,STO,0.036425074795229585
2.47,STO-2G,0.039275790727971126
2.47,STO-3G,0.03574894514049937
2.47,STO-4G,0.0364442757296663
2.47,STO-5G,0.03650969541043848
2.47,STO-6G,0.03638092126759357
2.47,GTO,0.029099230990896716
2.48,STO,0.03597619268849184
2.48,STO-2G,0.03881862470053026
2.48,STO-3G,0.035319890230551584
2.48,STO-4G,0.03598466643102531
2.48,STO-5G,0.036063242487963235
2.48,STO-6G,0.03593289183959249
2.48,GTO,0.028505300356345957
2.49,STO,0.03553284235202174
2.49,STO-2G,0.038365300483263406
2.49,STO-3G,0.03489671778798539
2.49,STO-4G,0.035530737284802244
2.49,STO-5G,0.03562213855049313
2.49,STO-6G,0.03549047085254077
2.49,GTO,0.027921165670496455
2.5,STO,0.03509495561539808
2.5,STO-2G,0.0379157946739434
2.5,STO-3G,0.03447933195573483
2.5,STO-4G,0.03508243130636237
2.5,STO-5G,0.035186315513761196
2.5,STO-6G,0.0350535865129486
2.5,GTO,0.027346722532204295
2.5100000000000002,STO,0.034662465148293506
2.5100000000000002,STO-2G,0.03747008466937845
2.5100000000000002,STO-3G,0.03406763813574396
2.5100000000000002,STO-4G,0.034639691801851384
2.5100000000000002,STO-5G,0.03475570645586578
2.5100000000000002,STO-6G,0.03462216781355842
2.5100000000000002,GTO,0.026781866286517887
2.52,STO,0.03423530445012172
2.52,STO-2G,0.037028148613707734
2.52,STO-3G,0.03366154299565404
2.52,STO-4G,0.034202462360885644
2.52,STO-5G,0.03433024559499813
2.52,STO-6G,0.03419614453312774
2.52,GTO,0.026226492064416983
2.5300000000000002,STO,0.03381340783981216
2.5300000000000002,STO-2G,0.036589965348795626
2.5300000000000002,STO-3G,0.0332609544744424
2.5300000000000002,STO-4G,0.033770686850155766
2.5300000000000002,STO-5G,0.03390986826717787
2.5300000000000002,STO-6G,0.03377544723601835
2.5300000000000002,GTO,0.02568049482182039
2.54,STO,0.03339671044571087
2.54,STO-2G,0.03615551436667634
2.54,STO-3G,0.03286578178704251
2.54,STO-4G,0.03334430940789743
2.54,STO-5G,0.03349451090402524
2.54,STO-6G,0.03336000727158195
2.54,GTO,0.025143769377858984
2.5500000000000003,STO,0.032985148195605475
2.5500000000000003,STO-2G,0.03572477576399989
2.5500000000000003,STO-3G,0.032475935427973376
2.5500000000000003,STO-4G,0.032923274439183255
2.5500000000000003,STO-5G,0.03308411101059709
2.5500000000000003,STO-6G,0.03294975677333269
2.5500000000000003,GTO,0.024616210452409526
2.56,STO,0.03257865780687362
2.56,STO-2G,0.035297730198430084
2.56,STO-3G,0.03209132717400718
2.56,STO-4G,0.03250752661199159
2.56,STO-5G,0.03267860714331301
2.56,STO-6G,0.032544628657899345
2.56,GTO,0.024097712702886843
2.57,STO,0.03217717677675222
2.57,STO-2G,0.03487435884694437
2.57,STO-3G,0.03171187008590363
2.57,STO-4G,0.03209701085400802
2.57,STO-5G,0.03227793888799564
2.57,STO-6G,0.03214455662375003
2.57,GTO,0.02358817076029098
2.58,STO,0.031780643372727096
2.58,STO-2G,0.03445464336598604
2.58,STO-3G,0.03133747850923997
2.58,STO-4G,0.0316916723501176
2.58,STO-5G,0.031882046838048975
2.58,STO-6G,0.03174947514968468
2.58,GTO,0.023087479264507705
2.59,STO,0.03138899662304085
2.59,STO-2G,0.034038565853418475
2.59,STO-3G,0.030968068074364828
2.59,STO-4G,0.031291456540546186
2.59,STO-5G,0.031490872572796536
2.59,STO-6G,0.031359319493090995
2.59,GTO,0.022595532898860387
2.6,STO,0.031002176307317556
2.6,STO-2G,0.03362610881223096
2.6,STO-3G,0.030603555695504204
2.6,STO-4G,0.030896309119610384
2.6,STO-5G,0.031104358635999772
2.6,STO-6G,0.03097402568796028
2.6,GTO,0.022112226423911783
2.61,STO,0.030620122947303426
2.61,STO-2G,0.03321725511594685
2.61,STO-3G,0.03024385956904837
2.61,STO-4G,0.03050617603503742
2.61,STO-5G,0.030722448514576957
2.61,STO-6G,0.030593530542661902
2.61,GTO,0.021637454710515435
2.62,STO,0.030242777797721058
2.62,STO-2G,0.032811987975683445
2.62,STO-3G,0.029888899171047038
2.62,STO-4G,0.0301210034878164
2.62,STO-5G,0.030345086617540037
2.62,STO-6G,0.030217771637474376
2.62,GTO,0.021171112772115742
2.63,STO,0.029870082837236855
2.63,STO-2G,0.032410290908814726
2.63,STO-3G,0.029538595253941362
2.63,STO-4G,0.029740737932544906
2.63,STO-5G,0.029972218255167236
2.63,STO-6G,0.029846687321873566
2.63,GTO,0.020713095796297425
2.64,STO,0.029501980759539366
2.64,STO-2G,0.03201214770918717
2.64,STO-3G,0.0291928698425597
2.64,STO-4G,0.029365326078234423
2.64,STO-5G,0.02960378961842675
2.64,STO-6G,0.029480216711577988
2.64,GTO,0.020263299175584223
2.65,STO,0.02913841496452793
2.65,STO-2G,0.031617542418840565
2.65,STO-3G,0.028851646229405392
2.65,STO-4G,0.02899471488954109
2.65,STO-5G,0.0292397477586669
2.65,STO-6G,0.0291182996853531
2.65,GTO,0.019821618537488456
2.66,STO,0.028779329549609604
2.66,STO-2G,0.031226459301184818
2.66,STO-3G,0.028514848969262842
2.66,STO-4G,0.028628851588387804
2.66,STO-5G,0.028880040567585887
2.66,STO-6G,0.02876087688157626
2.66,GTO,0.019387949773812137
2.67,STO,0.028424669301103524
2.67,STO-2G,0.030838882815585843
2.67,STO-3G,0.02818240387314948
2.67,STO-4G,0.028267683655946153
2.67,STO-5G,0.02852461675749418
2.67,STO-6G,0.028407889694565536
2.67,GTO,0.018962189069202048
2.68,STO,0.028074379685751112
2.68,STO-2G,0.03045479759331279
2.68,STO-3G,0.027854238001639726
2.68,STO-4G,0.027911158834947013
2.68,STO-5G,0.02817342584188085
2.68,STO-6G,0.028059280270675432
2.68,GTO,0.018544232928960347
2.69,STO,0.02772840684233102
2.69,STO-2G,0.030074188414800796
2.69,STO-3G,0.027530279657587555
2.69,STO-4G,0.027559225132290394
2.69,STO-5G,0.027826418116294584
2.69,STO-6G,0.027714991504163896
2.69,GTO,0.018133978206113698
2.7,STO,0.02738669757337717
2.7,STO-2G,0.029697040188182946
2.7,STO-3G,0.027210458378273166
2.7,STO-4G,0.027211830821925583
2.7,STO-5G,0.02748354463954865
2.7,STO-6G,0.027374967032834784
2.7,GTO,0.017731322127743414
2.71,STO,0.027049199336999168
2.71,STO-2G,0.02932333792904732
2.71,STO-3G,0.026894704926999902
2.71,STO-4G,0.026868924447974944
2.71,STO-5G,0.027144757215258872
2.71,STO-6G,0.027039151233461216
2.71,GTO,0.017336162320580363
2.72,STO,0.026715860238803218
2.72,STO-2G,0.028953066741374104
2.72,STO-3G,0.026582951284166035
2.72,STO-4G,0.02653045482807431
2.72,STO-5G,0.0268100083737218
2.72,STO-6G,0.0267074892169948
2.72,GTO,0.0169483968358677
2.73,STO,0.02638662902391288
2.73,STO-2G,0.028586211799610278
2.73,STO-3G,0.026275130637836826
2.73,STO-4G,0.02619637105690562
2.73,STO-5G,0.026479251354140323
2.73,STO-6G,0.026379926823567244
2.73,GTO,0.016567924173495962
2.74,STO,0.02606145506908786
2.74,STO-2G,0.028222758331838734
2.74,STO-3G,0.025971177373840745
2.74,STO-4G,0.025866622509897262
2.74,STO-5G,0.026152440087202234
2.74,STO-6G,0.026056410617289853
2.74,GTO,0.016194643305414202
2.75,STO,0.025740288374940246
2.75,STO-2G,0.027862691604000997
2.75,STO-3G,0.02567102706541456
2.75,STO-4G,0.0255411588470697
2.75,STO-5G,0.02582952917801733
2.75,STO-6G,0.025736887880858254
2.75,GTO,0.015828453698322482
2.7600000000000002,STO,0.02542307955824638
2.7600000000000002,STO-2G,0.027505996905132064
2.7600000000000002,STO-3G,0.025374616462420216
2.7600000000000002,STO-4G,0.025219930017004066
2.7600000000000002,STO-5G,0.02551047388941686
2.7600000000000002,STO-6G,0.025421306609968455
2.7600000000000002,GTO,0.015469255335649893
2.77,STO,0.025109779844353638
2.77,STO-2G,0.02715265953356846
2.77,STO-3G,0.025081883480157396
2.77,STO-4G,0.02490288626091345
2.77,STO-5G,0.02519523012561932
2.77,STO-6G,0.025109615507552044
2.77,GTO,0.015116948738824054
2.7800000000000002,STO,0.02480034105968075
2.7800000000000002,STO-2G,0.026802664784090012
2.7800000000000002,STO-3G,0.024792767187794034
2.7800000000000002,STO-4G,0.02458997811679664
2.7800000000000002,STO-5G,0.024883754416265093
2.7800000000000002,STO-6G,0.024801763977837194
2.7800000000000002,GTO,0.014771434987836918
2.79,STO,0.02449471562431056
2.79,STO-2G,0.02645599793595803
2.79,STO-3G,0.02450720779643755
2.79,STO-4G,0.0242811564236561
2.79,STO-5G,0.02457600390082227
2.79,STO-6G,0.024497702120243554
2.79,GTO,0.014432615741113364
2.8000000000000003,STO,0.02419285654467394
2.8000000000000003,STO-2G,0.026112644241812623
2.8000000000000003,STO-3G,0.02422514664686837
2.8000000000000003,STO-4G,0.02397637232576183
2.8000000000000003,STO-5G,0.024271936313364884
2.8000000000000003,STO-6G,0.024197380723118188
2.8000000000000003,GTO,0.014100393254687989
2.81,STO,0.023894717406324133
2.81,STO-2G,0.025772588917393514
2.81,STO-3G,0.02394652619695743
2.81,STO-4G,0.02367557727694489
2.81,STO-5G,0.023971509967724684
2.81,STO-6G,0.023900751257320847
2.81,GTO,0.013774670400697027
2.82,STO,0.023600252366799804
2.82,STO-2G,0.02543581713204912
2.82,STO-3G,0.02367129000878854
2.82,STO-4G,0.02337872304490418
2.82,STO-5G,0.02367468374301622
2.82,STO-6G,0.02360776586966592
2.82,GTO,0.013455350685191417
2.83,STO,0.02330941614857633
2.83,STO-2G,0.02510231400000018
2.83,STO-3G,0.0233993827355062
2.83,STO-4G,0.023085761715511886
2.83,STO-5G,0.023381417069535268
2.83,STO-6G,0.023318377376229427
2.83,GTO,0.013142338265278292
2.84,STO,0.023022164032103803
2.84,STO-2G,0.024772064572324788
2.84,STO-3G,0.02313075010790894
2.84,STO-4G,0.022796645697103365
2.84,STO-5G,0.023091669915029506
2.84,STO-6G,0.023032539255529
2.84,GTO,0.012835537965597776
2.85,STO,0.022738451848930835
2.85,STO-2G,0.024445053829632628
2.85,STO-3G,0.022865338920807658
2.85,STO-4G,0.02251132772473806
2.85,STO-5G,0.02280540277133975
2.85,STO-6G,0.022750205641584524
2.85,GTO,0.012534855294142097
2.86,STO,0.02245823597491321
2.86,STO-2G,0.02412126667539766
2.86,STO-3G,0.022603097019168277
2.86,STO-4G,0.022229760864419384
2.86,STO-5G,0.022522576641410344
2.86,STO-6G,0.022471331316867994
2.86,GTO,0.012240196457425065
2.87,STO,0.02218147332350602
2.87,STO-2G,0.023800687929918705
2.87,STO-3G,0.02234397328405717
2.87,STO-4G,0.021951898517261582
2.87,STO-5G,0.02224315302666565
2.87,STO-6G,0.022195871705150107
2.87,GTO,0.011951468375008925
2.88,STO,0.02190812133913875
2.88,STO-2G,0.023483302324879163
2.88,STO-3G,0.022087917618407685
2.88,STO-4G,0.02167769442359307
2.88,STO-5G,0.02196709391475043
2.88,STO-6G,0.021923782864251954
2.88,GTO,0.01166857869339709
2.89,STO,0.021638137990671692
2.89,STO-2G,0.023169094498477094
2.89,STO-3G,0.02183488093262523
2.89,STO-4G,0.021407102666985853
2.89,STO-5G,0.021694361767630243
2.89,STO-6G,0.021655021478709385
2.89,GTO,0.011391435799300279
2.9,STO,0.02137148176493329
2.9,STO-2G,0.022858048991098855
2.9,STO-3G,0.02158481513004838
2.9,STO-4G,0.021140077678201905
2.9,STO-5G,0.021424919510048726
2.9,STO-6G,0.021389544852358146
2.9,GTO,0.011119948832284624
2.91,STO,0.02110811166033691
2.91,STO-2G,0.022550150241509415
2.91,STO-3G,0.021337673092282485
2.91,STO-4G,0.0208765742390477
2.91,STO-5G,0.021158730518337384
2.91,STO-6G,0.02112731090084736
2.91,GTO,0.010854027696809975
2.92,STO,0.02084798718057637
2.92,STO-2G,0.022245382583534087
2.92,STO-3G,0.021093408664422178
2.92,STO-4G,0.020616547486128966
2.92,STO-5G,0.0208957586095738
2.92,STO-6G,0.020868278144089175
2.92,GTO,0.010593583073666996
2.93,STO,0.02059106832839918
2.93,STO-2G,0.02194373024320681
2.93,STO-3G,0.02085197664017836
2.93,STO-4G,0.020359952914498186
2.93,STO-5G,0.02063596803108333
2.93,STO-6G,0.02061240569865188
2.93,GTO,0.010338526430821634
2.94,STO,0.020337315599456444
2.94,STO-2G,0.021645177336361506
2.94,STO-3G,0.02061333274692522
2.94,STO-4G,0.020106746381188364
2.94,STO-5G,0.0203793234502797
2.94,STO-6G,0.02035965327010422
2.94,GTO,0.010088770033676026
2.95,STO,0.020086689976228613
2.95,STO-2G,0.02134970786664313
2.95,STO-3G,0.02037743363068168
2.95,STO-4G,0.019856884108626585
2.95,STO-5G,0.020125789944838844
2.95,STO-6G,0.02010998114531782
2.95,GTO,0.00984422695475438
2.96,STO,0.019839152922026104
2.96,STO-2G,0.021057305723916772
2.96,STO-3G,0.020144236841041975
2.96,STO-4G,0.019610322687922153
2.96,STO-5G,0.019875332993201048
2.96,STO-6G,0.019863350184735205
2.96,GTO,0.009604811082823326
2.97,STO,0.01959466637506373
2.97,STO-2G,0.020767954683053123
2.97,STO-3G,0.01991370081606893
2.97,STO-4G,0.019367019082023942
2.97,STO-5G,0.019627918465395112
2.97,STO-6G,0.019619721814610046
2.97,GTO,0.009370437131455508
2.98,STO,0.01935319274260839
2.98,STO-2G,0.020481638403070192
2.98,STO-3G,0.019685784867163523
2.98,STO-4G,0.01912693062874286
2.98,STO-5G,0.01938351261417927
2.98,STO-6G,0.01937905801922679
2.98,GTO,0.00914102064704605
2.99,STO,0.019114694895198563
2.99,STO-2G,0.020198340426611047
2.99,STO-3G,0.01946044916392338
2.99,STO-4G,0.018890015043634967
2.99,STO-5G,0.019142082066492226
2.99,STO-6G,0.01914132133310592
2.99,GTO,0.008916478016290828
3,STO,0.01887913616093539
3,STO-2G,0.019918044179739396
3,STO-3G,0.019237654719002992
3,STO-4G,0.018656230422742257
3,STO-5G,0.018903593815208584
3,STO-6G,0.01890647483320173
3,GTO,0.008696726473136455
3.0100000000000002,STO,0.018646480319843756
3.0100000000000002,STO-2G,0.01964073297203388
3.0100000000000002,STO-3G,0.019017363372987275
3.0100000000000002,STO-4G,0.018425535245187565
3.0100000000000002,STO-5G,0.01866801521119182
3.0100000000000002,STO-6G,0.01867448213109846
3.0100000000000002,GTO,0.008481684105211018
3.02,STO,0.018416691598303184
3.02,STO-2G,0.019366389996964443
3.02,STO-3G,0.018799537779290384
3.02,STO-4G,0.01819788837562139
3.02,STO-5G,0.018435313955638785
3.02,STO-6G,0.018445307365211352
3.02,GTO,0.008271269859745582
3.0300000000000002,STO,0.018189734663547116
3.0300000000000002,STO-2G,0.01909499833253331
3.0300000000000002,STO-3G,0.018584141389090418
3.0300000000000002,STO-4G,0.017973249066518038
3.0300000000000002,STO-5G,0.018205458092708557
3.0300000000000002,STO-6G,0.018218915192997967
3.0300000000000002,GTO,0.008065403548995655
3.04,STO,0.017965574618230118
3.04,STO-2G,0.01882654094216504
3.04,STO-3G,0.018371138436311222
3.04,STO-4G,0.01775157696031969
3.04,STO-5G,0.017978416002429512
3.04,STO-6G,0.01799527078318607
3.04,GTO,0.007864005855172725
3.0500000000000003,STO,0.017744176995061978
3.0500000000000003,STO-2G,0.018561000675829713
3.0500000000000003,STO-3G,0.018160493922660885
3.0500000000000003,STO-4G,0.017532832091426562
3.0500000000000003,STO-5G,0.017754156393877417
3.0500000000000003,STO-6G,0.017774339808023037
3.0500000000000003,GTO,0.007666998334895217
3.06,STO,0.01752550775150798
3.06,STO-2G,0.018298360271384952
3.06,STO-3G,0.017952173602737296
3.06,STO-4G,0.017316974888032452
3.06,STO-5G,0.017532648298617844
3.06,STO-6G,0.017556088435552574
3.06,GTO,0.007474303423168959
3.0700000000000003,STO,0.017309533264554387
3.0700000000000003,STO-2G,0.018038602356122056
3.0700000000000003,STO-3G,0.017746143969209576
3.0700000000000003,STO-4G,0.01710396617380453
3.0700000000000003,STO-5G,0.017313861064405977
3.0700000000000003,STO-6G,0.017340483321923374
3.0700000000000003,GTO,0.007285844436906601
3.08,STO,0.017096220325538605
3.08,STO-2G,0.01778170944850334
3.08,STO-3G,0.017542372238084764
3.08,STO-4G,0.016893767169407374
3.08,STO-5G,0.017097764349136985
3.08,STO-6G,0.017127491603735136
3.08,GTO,0.007101545577996165
3.09,STO,0.016885536135042845
3.09,STO-2G,0.017527663960077024
3.09,STO-3G,0.017340826334068003
3.09,STO-4G,0.016686339493870737
3.09,STO-5G,0.016884328115039787
3.09,STO-6G,0.016917080890426105
3.09,GTO,0.006921331935928206
3.1,STO,0.01667744829785089
3.1,STO-2G,0.017276448197557862
3.1,STO-3G,0.017141474876024406
3.1,STO-4G,0.016481645165801497
3.1,STO-5G,0.016673522623107437
3.1,STO-6G,0.016709219256707136
3.1,GTO,0.00674512948999168
3.11,STO,0.01647192481796693
3.11,STO-2G,0.017028044365061282
3.11,STO-3G,0.016944287162550448
3.11,STO-4G,0.016279646604440052
3.11,STO-5G,0.016465318427757114
3.11,STO-6G,0.016503875235046175
3.11,GTO,0.006572865111048176
3.12,STO,0.016268934093695762
3.12,STO-2G,0.016782434566479744
3.12,STO-3G,0.016749233157661973
3.12,STO-4G,0.016080306630561855
3.12,STO-5G,0.01625968637171264
3.12,STO-6G,0.016301017808207488
3.12,GTO,0.006404466562894353
3.13,STO,0.016068444912783718
3.13,STO-2G,0.0165396008079908
3.13,STO-3G,0.016556283476606027
3.13,STO-4G,0.01588358846722513
3.13,STO-5G,0.016056597581102887
3.13,STO-6G,0.01610061640184949
3.13,GTO,0.006239862503222584
3.14,STO,0.01587042644761931
3.14,STO-2G,0.01629952500068608
3.14,STO-3G,0.01636540937180287
3.14,STO-4G,0.015689455740365676
3.14,STO-5G,0.015856023460768767
3.14,STO-6G,0.015902640877184723
3.14,GTO,0.00607898248418923
3.15,STO,0.01567484825049323
3.15,STO-2G,0.016062188963311796
3.15,STO-3G,0.016176582718924498
3.15,STO-4G,0.015497872479240372
3.15,STO-5G,0.015657935689772425
3.15,STO-6G,0.015707061523705778
3.15,GTO,0.005921756952600733
3.16,STO,0.015481680248916534
3.16,STO-2G,0.015827574425111065
3.16,STO-3G,0.015989776003115477
3.16,STO-4G,0.015308803116720626
3.16,STO-5G,0.015462306217101388
3.16,STO-6G,0.015513849051980087
3.16,GTO,0.00576811724972688
3.17,STO,0.015290892740996742
3.17,STO-2G,0.015595663028759319
3.17,STO-3G,0.01580496230536159
3.17,STO-4G,0.015122212489437781
3.17,STO-5G,0.015269107257561304
3.17,STO-6G,0.01532297458651706
3.17,GTO,0.005617995610751264
3.18,STO,0.015102456390870744
